Update needed in DBASE,"Type of Update (Birth, Death, Weaning, Sex)",MaternalHaplotypes,MaternalForagingType,Primary Location,MomName,MomID,CalfName,CalfID,SurviveTo3,WeaningAgeKnown,IBI,WeanToSurvivingcalfInterval,WeantoSurvivingCalfCensored,"First,Early,InBetween,Last,Unknown (FENLU)",LastSurvivingCalf,GrandmaKnown,LastSightingCalf,LastSightingMother,Obs1Calf,Obs1Mom,AssignedBDay,45104,BDayAccuracy,PrimaryBdayEstimateReason,SecondaryBdayEstimateReason,WhoAssignedBDay,MotherLastSeenBeforeCalfBirth,Interval between mothers last sighting,Calf's age at first sight,Obs2,FirstCalfSight,NotesCalfSizeBehavior,Obs3,CalfLastBP,Obs4,MumLastWLiveCalf,Obs5,MumWOCalf,Obs6,DeathDate,DeathAgeYrs,GapSightings,GapSightingsDivide2,DeathDateAccuracy,DeathDateReason1,DeathDateReason2,DeathNotes,WhoDetermineDeathDate,WeaningDateAccuracy,WeanDateReason1,WeaningDateReason2,WhoDetermineWeanDate,LastWMum80%Surveys,NotBPorWOMum50%Surveys,,WeaningDate,WeaningAgeDays,WeaningAgeMonths,WeaningAgeYears,WeanNotes,DoWStatus,Shae/EKWeaningDateNotes2010,ShaeMatrilinesNotesAug2012,CBKMatrilinesNotes2013
N,,,N,EAST,NAIRA,NAI,KOHINOOR,KOH,still alive,,,,,,,,,,,,26/08/2020,,WeekEstimate,InfantFirstSight,,JM,3-Jul-19,1.23,0.08,VF,23-Sep-20,"faint fetal lines, calf could be between 2-6 weeks old, 3-4 weeks is best estimate",CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,A ,N,WHALE BIGHT,NEVAR,NEV,NIRVANA,NIR,y,y,,,,e,y,,,,,,01/11/2000,23,MonthEstimate,SpringSummerYoy,,JJW,17-Sep-99,1.89,0.76,JM,6-Aug-01,Yoy,JJW,10-Oct-04,MK,10-Oct-04,MK,1-Oct-05,,,,356,178,,,,,,MonthEstimate,Midpoint,,JM,10-Oct-04,1-Oct-05,356,6-Apr-05,1617,53.01639344,4.418032787,midpt; check 1-oct-05 date from when NEVAR consorted.,,,,
N,,A ,N,WHALE BIGHT,NEVAR,NEV,NOOTLIN,NTL,u,n,,,,l,,,12-Dec-07,12-Dec-07,CCC,CCC,01/11/2007,16,MonthEstimate,SpringSummerYoy,,JM,12-May-06,1.59,0.11,JM,12-Dec-07,calf not so small,CCC,12-Dec-07,CCC,12-Dec-07,CCC,,,01/05/2008,0.499,,,Unknown,MotherCalfNotSightedSince,,neither NEV nor NTL sighted since 12-Dec-07,SAS,,,,,,,,,,,,,,,,
N,,E ,N,WHALE BIGHT,NIBBLES,NIB,SWALLOW,SWA,n,d,2.123287671,,,n,,,10-Jul-92,25-Jul-06,,EK,01/11/1991,32,MonthEstimate,SpringSummerYoy,,JM,26-Jun-89,3.04,0.69,JM,10-Jul-92,very small - yoy,JM,,,10-Jul-92,jm,29-Apr-93,AFR,15/10/1992,0.956,293,147,MonthEstimate,SiblingBirth,,Pregnancy with NSH by Dec-92: afr fax 29 apr 93 calf gone,JM,,,,,,,,,,,,,,,,
N,,E ,N,WHALE BIGHT,NIBBLES,NIB,NOSH,NSH,n,d,1.879452055,,,n,,,14-May-94,25-Jul-06,,EK,15/12/1993,30,MonthEstimate,SpringSummerYoy,,JM,10-Jul-92,1.77,0.34,JM,19-Apr-94,(MOU follow) 3-4 mos,JM,,,14-May-94,jm,1-Sep-95,RCC,01/09/1994,0.712,475,238,MonthEstimate,SiblingBirth,,Pregnancy with BTS by Nov-94,JM,,,,,,,,,,,,,,,,
N,,E ,N,WHALE BIGHT,NIBBLES,NIB,BITS,BTS,y,y,11,4,y,l,y,,,25-Jul-06,,EK,01/11/1995,28,MonthEstimate,SpringSummerYoy,,JM,1-Sep-95,0.82,0.65,RCC,25-Jun-96,no notes about size,MRH,8-Nov-01,JJW,27-Mar-02,LAB,13-May-02,LAB,,,47,24,,,,,,WeekEstimate,Midpoint,,JM,8-Nov-01,25-May-02,198,15-Feb-02,2298,75.3442623,6.278688525, midpt,,,,
N,,A,P,RED CLIFF BAY,NICKY,NIC,NIPPER,NPR,n,d,2.405479452,,,f,,y,9-Feb-89,,DIC,,20/11/1987,36,DayEstimate,InfantFirstSight,,DIC,17-Nov-87,0.01,0,DIC,21-Nov-87,,DIC,,,7-Feb-89,DIC,9-Feb-89,DIC,08/02/1989,1.222,2,1,DayEstimate,DeadPreWeaning,,NPR with NIC during morning feeding but not afternoon; no body found,DIC,,,,,,,,,,,,,,,,Suspect they are both gone- not seen since 2002
N,,A,P,RED CLIFF BAY,NICKY,NIC,RABBLE,RAB,y,y,3.630136986,2.315068493,,n,,,13-May-94,,JM,,16/04/1990,33,DayEstimate,InfantFirstSight,,JM,15-Apr-90,0.01,0,DIC,17-Apr-90,,JM,13-Aug-92,JM,15-Aug-92,JM,8-Jul-93,JM,13/05/1994,4.077,327,164,DayEstimate,StoppedSightingPostWeaning,,Emaciated,JM,MonthEstimate,Midpoint,,JM,,,,30-Apr-93,1110,36.39344262,3.032786885,"because don't know exact dates, definitely april-may 1993; JM arrived in 1993 and Rab weaned-- rangers said he was probably last seen BP a month or two earlier; consistent w beach visit records",,,,
N,,A,P,RED CLIFF BAY,NICKY,NIC,NAKITA,NAK,n,d,1.726027397,,,n,,,10-Jul-94,,DIC,,01/12/1993,30,DayEstimate,InfantFirstSight,,DIC,30-Nov-93,0.01,0,DIC,2-Dec-93,"approx 1-2days old; fetal folds, lumpy; chip slaps and normal surfacings; no BP",DIC,,,10-Jul-94,DIC,14-Jul-94,DIC,11/07/1994,0.608,4,2,DayEstimate,DeadPreWeaning,,dead,DIC,,,,,,,,,,,,Nic was herded by REA HII 2 weeks after NAK's death.,,,,
N,,A,P,RED CLIFF BAY,NICKY,NIC,HOLIKIN,HKI,y,y,3.2,0.502739726,n,n,,,23-Aug-03,,MK,,23/08/1995,28,DayEstimate,InfantFirstSight,,DIC,18-Aug-95,0.02,0,MRH,24-Aug-95,one day old; fetal folds still slightly lumpy; cork-up surfacings; longest BP=30 sec,DIC,14-Apr-98,MRH,14-Apr-98,MRH,23-May-98,LMB,,,39,20,,,,,,WeekEstimate,Midpoint,,JM,14-Apr-98,23-May-98,39,3-May-98,984.5,32.27868852,2.68989071, based on last BP (survey) and first HKI alone (survey); weaned apr-may 98,,,,
N,,A,P,RED CLIFF BAY,NICKY,NIC,NOMAD,NOM,y,y,4.098630137,0.849315068,n,n,,,1-Feb-02,,,,03/11/1998,25,DayEstimate,InfantFirstSight,,DIC,2-Nov-98,0,0,DIC,3-Nov-98,,DIC,10-Nov-01,JJW,15-Jan-02,DIC,30-Jan-02,DIC,01/02/2002,3.249,15,7.5,WeekEstimate,StoppedSightingPostWeaning,,Died post-weaning,JM,WeekEstimate,Midpoint,,JM,,,,1-Feb-02,1186,38.8852459,3.240437158,"still with Nicky, but then disappeared around suspected weaning time; Based on DIC notes",,,,
N,,A,P,RED CLIFF BAY,NICKY,NIC,YADGALAH,YAD,y,y,4.049315068,,,n,,,7-Aug-09,,EMP YJT EK,,08/12/2002,21,DayEstimate,InfantFirstSight,,CF,6-Dec-02,0.01,0,DIC,8-Dec-02,"on 9-Dec-02: dark, plump, mom chasing to gain control, fin erect, chin slaps",DIC,1-Jul-06,DIC,1-Jul-06,DIC,15-Jul-06,DIC,20/11/2009,6.956,14,7,MonthEstimate,SightedOftenPreviously,,Last sighting was at the beach and we stopped seeing her offshore,JM,DayEstimate,Midpoint,,,,,,8-Jul-06,1308,42.8852459,3.573770492,,DEAD,,,
N,,A,P,RED CLIFF BAY,NICKY,NIC,YULE,YUL,n,d,1.673972603,,,n,,,18-Jun-07,,,,25/12/2006,17,DayEstimate,InfantFirstSight,,DIC,24-Dec-06,0.01,0,DIC,26-Dec-06,fin erect and swimming well on 26-dec-06,CCC,18-Jun-07,JM,18-Jun-07,JM,19-Jun-07,JM,18/06/2007,0.479,1,1,DayEstimate,DeadPreWeaning,,Emaciated,JM,,,,,,,,,,,,,,,,
N,,A,P,RED CLIFF BAY,NICKY,NIC,NOEL,NOE,y,y,4.208219178,,,n,y,,,,,,27/08/2008,15,DayEstimate,InfantFirstSight,,JM,26-Aug-08,0,0,DIC,27-Aug-08,,,8-Jun-12,EK,,,,,,,,,,,,,,WeekEstimate,Midpoint,,JM,8-Jun-12,25-Jun-12,17,16-Jun-12,1389.5,45.55737705,3.796448087,,,,,
N,,A,P,RED CLIFF BAY,NICKY,NIC,MISSEL,MSE,n,d,,,,l,,,12-Jul-15,5-Jul-15,DIC,DIC,10/11/2012,11,DayEstimate,InfantFirstSight,,DIC,9-Nov-12,0.01,0.01,DIC,12-Nov-12,1-2 days old,DIC,,,,,,,13/07/2015,2.671,,,DayEstimate,DeadPreWeaning,,orphaned- see NIC mortality notes,JM,,,,,,,,,,,,,,,,
N,,E,N,RED CLIFF BAY,NIP,NIP,TUK,TUK,y,n,4.002739726,0.504109589,n,n,,,18-Sep-15,14-Aug-02,EK,RCC,01/11/1984,39,YearEstimate,MotherFirstSightWithCalf,,JM,,,0.64,RAS,24-Jun-85,"checked old sightings for last sight of nip, cannot find data",RAS,,,,,,,15/04/2016,31.474,,,MonthEstimate,SightedOftenPreviously,,,JM,YearEstimate,BirthdateUncertain,DefaultDate,JM,,,,1-May-88,1277,41.86885246,3.489071038, lived to be weaned but unsure on date-problems in old database with three letter codes (looks like Nip Tuk always togethr in 87-88 sightings-weaned late 88? Pinch born; b-date for tuk unclear,,,,
N,,E,N,RED CLIFF BAY,NIP,NIP,PINCH,PIN,y,y,13.00821918,9.219178082,n,n,,,19-Apr-94,14-Aug-02,,RCC,01/11/1988,35,MonthEstimate,SpringSummerYoy,,JM,16-May-88,1.11,0.64,RAS,24-Jun-89,RCC video ,RCC,1-Aug-92,JM,1-Aug-92,JM,19-Apr-94,JM,,,626,313,,,,,,MonthEstimate,SiblingBirth,,JM,1-Aug-92,,,15-Aug-92,1383,45.3442623,3.778688525,because gave birth to nut that spring/summer,,,,
N,,E,N,RED CLIFF BAY,NIP,NIP,NAP,NAP,y,y,5.087671233,2.253424658,n,n,y,,,14-Aug-02,,RCC,01/10/1996,27,DayEstimate,InfantFirstSight,,KH,31-Aug-96,0.1,0.02,KH,8-Oct-96,about 1 week old; 1-3 fetal folds; chin-slap surfacings; no BP,KH,24-Jun-99,JM,24-Jun-99,JM,9-Sep-99,JM,,,77,39,,,,,,MonthEstimate,Midpoint,,JM,24-Jun-99,9-Sep-99,77,1-Aug-99,1034.5,33.91803279,2.826502732,mother with wow crowd on 9-sep-99 ,,,,
N,,E,N,RED CLIFF BAY,NIP,NIP,NOB,NOB,u,n,,,,l,,,14-Aug-02,14-Aug-02,,RCC,01/11/2001,22,MonthEstimate,SpringSummerYoy,,RCC,7-Oct-01,0.62,0.55,JJW,20-May-02,nob is a yoy:rcc on 16Jul02,LAB,14-Aug-02,RCC,14-Aug-02,RCC,,,01/05/2003,,,,YearEstimate,DefaultDate,MotherCalfNotSightedSince,,JM EK,,,,,,,,,,,,,,,,
N,,E,N,RED CLIFF BAY,NIP ,NIP,CLOWNFISH,CLO,y,y,,,n,n,,,22-Sep-95,14-Aug-02,,RCC,01/11/1992,31,MonthEstimate,SpringSummerYoy,,JM,1-Aug-92,0.91,0.66,JM,1-Jul-93,"shark bite marks, yoy; data from Mouse follow",JM,23-Jul-95,RCC,22-Sep-95,RCC,25-Jun-96,RCC,,,277,139,,,,,,MonthEstimate,Midpoint,StoppedSightingPostWeaning,JM,24-Sep-95,25-Jun-96,275,8-Feb-96,1194.5,39.16393443,3.263661202,"don't know if weaned or died; NIP consorted in 1995, got pregnant with NAP",,,,
N,,A ,,WHALE BIGHT,NIRVANA,NIR,NEVERLAND,NVL,n,d,,,,f,,,26-Apr-16,,VF,,01/11/2015,8,DayEstimate,InfantFirstSight,,JM,28-Oct-15,0.05,0.04,EK,16-Nov-15,"NVL bp for a few minutes, more matue than BOZ, fetal lines, smooth surfacing, no CUPs, very synch with NIR",ARISTOCAT,,,26-Apr-16,VF,26-May-16,VF,11/05/2016,0.526,,,WeekEstimate,DeadPreWeaning,,,VF,,,,,,,,,,,,,,,,
N,,A ,,WHALE BIGHT,NIRVANA,NIR,COBAIN,COB,y,y,,,,,,,,,,,15/12/2017,6,WeekEstimate,SpringSummerYoy,,EK,2-Dec-17,0.51,0.48,CBK,8-Jun-18,"no fetal lines, in bp",DIC,15-Nov-21,CCC,15-Nov-21,CCC,15-Apr-22,JM MHM,,,,,,,,,,MonthEstimate,Midpoint,,JM VF,15-Nov-21,11-Apr-22,147,29-Jan-22,1506,49.37704918,4.114754098,,,,,
Y,B D,A ,,WHALE BIGHT,NIRVANA,NIR,BENGODI,BGD,n,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,  ,N,NORTH OF EAST,NISU,NIS,KISU,KIS,u,n,4.293150685,,,n,y,,,31-Jul-90,,KAW,01/11/1985,38,MonthEstimate,SpringSummerYoy,,JM,1-May-85,3.08,2.57,DDD,29-May-88,"No size information from 88 photo (JM); Nisu 1st sight in 1985, Kisu born in 1986, no details. JM remembers that RAS saw KIS as a small calf in 1986",RAS,29-May-88,RAS,29-May-88,RAS,1-Apr-90,JM,,,672,336,,,,,,YearEstimate,Midpoint,Gap,JM,,,,30-Apr-89,1276,41.83606557,3.486338798,Thought KISU was PHANTOM but it turns out not to be,,,,
N,,  ,N,NORTH OF EAST,NISU,NIS,EMU,EMU,n,d,,,,l,,,23-May-90,31-Jul-90,JM,KAW,15/02/1990,33,WeekEstimate,InfantFirstSight,,JM,21-Sep-88,1.52,0.12,AFR,1-Apr-90,"new baby, much smaller than Periwinkle, dark, has scratches down the edge of the fin. Couldn't be more than 2 mos. Maybe 1 month old?",JM,1-Apr-90,JM,23-May-90,JM,7-Jun-90,JM,30/05/1990,0.286,15,8,WeekEstimate,DeadPreWeaning,,,JM,,,,,,,,,,,,,,,,
N,,A ,N,EAST,NITCH,NIT,GLITCH,GTC,u,n,6.210958904,,,n,,,17-Jun-93,22-Oct-05,AFR,EK,01/11/1991,32,YearEstimate,MotherFirstSightWithCalf,,JM,,,1.43,RAS,8-Apr-93,not new baby,AFR,,,17-Jun-93,AFR,13-Aug-97,MRH,,,,,Unknown,UncertainSurvivalStatusPreWeaning,Gap,no photos of GTC,EK,,,,,,,,,,,,,,,,
N,,A ,N,EAST,NITCH,NIT,STITCH,STI,y,y,6.967123288,,,n,y,,,22-Oct-05,,EK,15/01/1998,25,MonthEstimate,InfantFirstSight,,MRH,6-Oct-97,0.47,0.19,MRH,27-Mar-98,"about 2 mos, new calf see infant first sight sheet",MRH,13-Jul-03,RCC,13-Jul-03,RCC,27-Jul-03,RCC,,,14,7,,,,,,DayEstimate,Midpoint,,JM,13-Jul-03,27-Jul-03,14,20-Jul-03,2012,65.96721311,5.49726776,,,,,
N,,A ,N,EAST,NITCH,NIT,NEMO,NEM,n,d,,,,l,,,22-May-05,22-Oct-05,,EK,01/01/2005,18,MonthEstimate,SpringSummerYoy,,QAG,19-Oct-04,0.56,0.36,AKC,13-May-05,df has wavy trailing elge,QAG,22-May-05,QAG,22-May-05,QAG,27-Jun-05,JM,09/06/2005,0.436,36,18,WeekEstimate,DeadPreWeaning,,,JM,,,,,,,,,,,,,,,,
N,,,N,HERALD BIGHT,NOCHES,NOC,BUENAS,BUE,y,y,,,,,,,,,,,15/07/2013,,MonthEstimate,InfantFirstSight,,JM,23-Jun-11,2.41,0.34,,18-Nov-13,"EK estimated 3 months on 18Nov13, JM estimated 3-5 months on photos",EK,31-May-17,VF,31-May-17,VF,15-Nov-19,MHM,,,,,,,,,,MonthEstimate,DefaultDate,,VF,31-May-17,15-Nov-19,898,1-May-18,1751,57.40983607,4.784153005,given default date ,,,,
N,,,N,HERALD BIGHT,NOCHES,NOC,ESTRELLA,ETR,still alive,,,,,,,,,,,,01/12/2019,,MonthEstimate,Gap,,VF JM,15-Nov-19,2.6,2.56,MHM,22-Jun-22,"Noches last seen 15-Nov-19, not with males. New calf first seen 22-Jun-22, estimated > 2 years old. ",VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,A,N,RED CLIFF BAY,NOEL,NOE,CHIP,CHP,n,d,,,,,,,,,,,31/01/2022,,DayEstimate,InfantFirstSight,,DIC,30-Jan-22,0.01,0,ARISTOCAT,1-Feb-22,DIC said only a few days old on 2Feb22,DIC,,,1-Feb-22,DIC,2-Feb-22,CCC,02/02/2022,,,,DayEstimate,DeadPreWeaning,,CCC saw NOE without a calf and with males on 2-Feb-22,CCC,,,,,,,,,,,,,,,,
N,,A,N,EAST,NOOK,NOO,CRANNY,CRA,y,n,3.917808219,0.639726027,n,n,,,12-Jul-89,,,,01/11/1986,37,YearEstimate,MotherFirstSightWithCalf,,JM,,,2.69,,12-Jul-89,large calf in 1988 (notes from 1991 catalogue),JM,12-Jul-89,JM,12-Jul-89,JM,10-Nov-90,KAW,,,486,243,,,,,,YearEstimate,SiblingBirth,,JM,12-Jul-89,10-Sep-90,425,9-Feb-90,1196.5,39.2295082,3.269125683,midpt b/w sightings; check bday; never saw CRA post-weaning,,,,
N,,A,N,EAST,NOOK,NOO,CORNER,COR,y,y,4.087671233,0.123287671,n,n,,,,,,,01/10/1990,33,WeekEstimate,InfantFirstSight,,KAW,19-Sep-90,0.14,0.11,KAW,10-Nov-90,check video ,KAW,11-May-94,JM,19-Aug-94,RCC,12-Aug-95,RCC,01/05/2011,,358,179,,,,,,MonthEstimate,SiblingBirth,,JM,19-Aug-94,12-Aug-95,358,17-Sep-94,1431,46.91803279,3.909836066, b/c weaned near this date b/c crevice is born in 94,,,,
N,,A,N,EAST,NOOK,NOO,CREVICE,CRV,y,y,3.084931507,0.442465753,n,n,,,,,,,01/11/1994,29,MonthEstimate,SpringSummerYoy,,JM,17-Sep-94,0.9,0.78,RCC,12-Aug-95,RCC thought looks too young to be corner but no other size information,RCC,13-May-97,JM,13-May-97,JM,2-Aug-97,,,,81,41,,,,,,MonthEstimate,Midpoint,SiblingBirth,JM,13-May-97,2-Aug-97,81,22-Jun-97,964.5,31.62295082,2.635245902,based on last BP (survey) and beginning Aug 97 sightings of CRV and NOO alone off and on,,,,
N,,A,N,EAST,NOOK,NOO,NOOGIE,NGI,y,y,2.920547945,0.394520548,n,n,,,9-May-00,,,,01/12/1997,26,MonthEstimate,SpringSummerYoy,,MRH,11-Nov-97,0.35,0.29,MRH,18-Mar-98,"new calf -erect DF no folds, BP",MRH,4-Nov-99,JM,9-May-00,JM,12-Jul-00,LAB,01/05/2001,,64,32,YearEstimate,NotSightedPostWeaning,,,JM EK,MonthEstimate,Midpoint,SiblingBirth,JM,9-May-00,12-Jul-00,64,10-Jun-00,954,31.27868852,2.606557377,b/c weaned near this date b/c cubby born nov 2000,,,,
N,,A,N,EAST,NOOK,NOO,CUBBY,CUB,y,y,5.065753425,,,n,y,,,,,,01/11/2000,23,MonthEstimate,SpringSummerYoy,,JM,12-Jul-00,0.92,0.62,RW,14-Jun-01,Yoy,JM,12-Oct-04,RCC,22-May-05,QAG,9-Aug-05,JM,,,79,40,,,,,,MonthEstimate,Midpoint,SiblingBirth,JM,27-Mar-05,9-Aug-05,135,2-Jun-05,1674.5,54.90163934,4.575136612,midpoint,,,,
N,,A,N,EAST,NOOK,NOO,NARLEY,NRL,n,d,1.989041096,,,n,,,28-May-06,,,,24/11/2005,18,WeekEstimate,InfantFirstSight,,JM,2-Oct-05,0.31,0.17,RCC,24-Jan-06,"About 2 mos, very faint lines, late Nov or early Dec birth based on JM looking at Checconi photos",CCC,28-May-06,JM,28-May-06,JM,9-Jun-06,JM,03/06/2006,0.523,12,6,DayEstimate,DeadPreWeaning,,,JM,,,,,,,,,,,,,,,,
N,,A,N,EAST,NOOK,NOO,CAVITY,CAV,n,d,,,,n,,,25-Jul-08,,EK/EMP,,20/11/2007,16,WeekEstimate,InfantFirstSight,,JM,12-Jun-06,1.52,0.08,JM,21-Dec-07,InfantFirstSightInfo,CCC,25-Jul-08,EK/EMP,25-Jul-08,EK/EMP,2-Sep-08,MAS,13/08/2008,0.733,39,20,WeekEstimate,DeadPreWeaning,,,JM,,,,,,,,,,,,,,,,
N,,A,N,EAST,NOOK,NOO,KINDLE,KDL,n,d,,,,l,,,20-Oct-12,,EK,,25/11/2011,12,DayEstimate,InfantFirstSight,,EK,26-Sep-11,0.18,0.01,EK,30-Nov-11,"~5 days, however it had a recent shark bite, half of dorsal fin missing, it was sunken bhd neck but looked smaller and skinnier than Snoopdog but this could be due to its injury",EK,,,20-Oct-12,EK,17-May-13,JM,01/02/2013,1.19,209,105,MonthEstimate,Midpoint,,,VF,,,,,,,,,,,,,,,,
N,,  ,N,RED CLIFF BAY,NUDLE,NUD,STRUDLE,STR,y,n,4.115068493,,,e,,,26-Jun-97,5-Sep-01,,JJW,01/11/1992,31,MonthEstimate,SpringSummerYoy,,JM,14-Oct-91,1.82,0.76,JM,7-Aug-93,,JM,15-May-94,JM,3-Aug-94,RCC,1-Aug-96,JM,,,729,364.5,,,,"midpt, but unclear if STR weaned or dead; sighting of STR in 97?",JM,YearEstimate,SiblingBirth,DefaultDate,JM,16-Aug-95,1-Aug-96,351,7-Feb-96,1193.5,39.13114754,3.260928962,"midpt, but unclear if STR weaned or dead; sighting of STR in 97?; large gap, used default date",,,,
N,,  ,N,RED CLIFF BAY,NUDLE,NUD,CABOODLE,CAB,y,y,5.890410959,,,l,y,,,5-Sep-01,,JJW,12/12/1996,27,DayEstimate,InfantFirstSight,,KH,3-Sep-96,0.29,0.02,MRH,19-Dec-96,1 week old; fetal marks - stripes and smooth; chin-slap surfacings; no BP,KH,2-Oct-99,JM,,,,,,,,,,,,,,MonthEstimate,Midpoint,,JM,2-Oct-99,21-May-00,232,26-Jan-00,1140,37.37704918,3.114754098,midpoint,,,,
N,,A,N,EAST,NUMBAT,NUM,NINGALOO,NIN,y,y,,,,f,,,,,,,01/11/2002,21,MonthEstimate,SpringSummerYoy,,LAB,26-Aug-02,0.57,0.39,LAB,22-Mar-03,No size information,LAB,14-Sep-06,RCC,,,,,,,,,,,,,,MonthEstimate,DefaultDate,SiblingBirth,JM,9-May-06,,,15-May-07,1656,54.29508197,4.524590164,Ningaloo probably weaned May or June 2007 when Numbat was pregnant with Potoroo ,,,,
N,,A,N,EAST,NUMBAT,NUM,POTOROO,PTR,y,y,,,,n,,,,,,,01/10/2007,16,MonthEstimate,SpringSummerYoy,,JM,9-May-06,1.75,0.36,JM,9-Feb-08,JM estimated bday based on photos from 8-Feb-08 and 25-Jan-09,CCC,1-Jan-11,CCC,1-Jan-11,CCC,11-Dec-11,EK,01/05/2015,,,,Unknown,,,,,MonthEstimate,Midpoint,SiblingBirth,SAS,1-Jan-11,11-Dec-11,344,22-Jun-11,1360,44.59016393,3.715846995,Potoroo probably weaned May or June 2011 when Numbat was pregnant was Cuscus,,,,
N,,A,N,EAST,NUMBAT,NUM,CUSCUS,CCU,y,y,,,,n,,,,,,,15/11/2011,12,WeekEstimate,InfantFirstSight,,EK,1-Jan-11,0.94,0.07,CCC,11-Dec-11,"4-6 weeks old (earliest: 1-Nov-11, latest: 1-Dec-11)",EK,24-Apr-16,VF,,,28-May-16,VF,,,,,,,,,,WeekEstimate,Midpoint,,JM,24-Apr-16,28-May-16,34,11-May-16,1639,53.73770492,4.478142077,,,,,
N,,A,N,EAST,NUMBAT,NUM,WALLAROO,WLR,n,d,,,,,,,,,,,15/01/2017,6,MonthEstimate,InfantFirstSight,,JM,24-Apr-16,1.1,0.37,,29-May-17,Looks 4-5 months based on photo.,VF,,,12-Jul-17,EK,11-Oct-18,TCC,25/02/2018,1.112,,,MonthEstimate,DeadPreWeaning,,WLR last seen 12-Jul-17 by EK; NUM seen without WLR by TCC on 11-Oct-18 ,,,,,,,,,,,,,,,,,
N,,  ,N,WHALE BIGHT,OCEANIA,OCE,AQUA,AQU,u,n,,,,u,,,13-Dec-03,13-Dec-03,AS,AS,15/11/2003,20,WeekEstimate,InfantFirstSight,MotherFirstSightWithCalf,AS ,,,0.08,,13-Dec-03,"df erect, fetal stripes, chin-slap surfacings in beaufort 4 with big swell, normal weight",ASCF,13-Dec-03,AS,13-Dec-03,AS,,,,,,,Unknown,UncertainSurvivalStatusPreWeaning,,JM EK checked again cannot add more info for death or weaning date,JM EK,,,,,,,,,,,,,,,,
N,,  ,N,WHALE BIGHT,OCEANIA,OCE,MARINA,MRI,y,,,,,wait until 2028,,,,,,,01/11/2007,16,YearEstimate,Gap,,EK,13-Dec-03,6.83,2.94,AS,10-Oct-10,"2-3 yr old calf, mom being herded by Skipjacks",EK,10-Oct-10,EK,10-Oct-10,EK,,,,,,,Unknown,UncertainSurvivalStatusPreWeaning,MotherCalfNotSightedSince,Could have survived and changed into someone new as checked against google app and no ID similar to with 2010 fin.,EK,,,,,,,,,,,,,DEAD OR WEANED,,"MRI in bp 10-Oct-10 EK, haven't seen OCE or MRI since",
N,,  ,N,N/A,OKIE,OKI,OPI,OPI,u,n,,,,u,,,1-May-87,1-May-87,RAS,RAS,01/11/1986,37,YearEstimate,MotherFirstSightWithCalf,,JM,,,-86.84,,,no notes from earlier data; 91 catalogue only,,,,,,,,,,,,Unknown,UncertainSurvivalStatusPreWeaning,MotherCalfNotSightedSince,,EK,,,,,,,,,,,,,,OPI isn't in surveys,,
N,,A,N,NORTH OF EAST,OLIVE,OLI,MARTINI,MAR,y,y,5.002739726,1.701369863,n,n,,,,,,,01/11/1997,26,MonthEstimate,SpringSummerYoy,,JM,18-Oct-97,0.59,0.56,MRH,23-May-98,"2 earlier sightings of olive (very brief-less than 5 min, w/out martini on 28 mar and 21 may)",MRH,10-Oct-00,RW,10-Oct-00,RW,29-Jun-01,RCC,,,262,131,,,,,,MonthEstimate,Midpoint,,JM,10-Oct-00,29-Jun-01,262,18-Feb-01,1205,39.50819672,3.292349727,midpoint,,,,
N,,A,N,NORTH OF EAST,OLIVE,OLI,PIMENTO,PIM,y,y,4.917808219,,,n,,,,,,,01/11/2002,21,MonthEstimate,SpringSummerYoy,,LAB,26-Oct-02,0.42,0.41,RCC,30-Mar-03,Yoy,LAB,13-Jun-06,JM,13-Jun-06,JM,22-Jan-08,CCC,,,,,,,,,,MonthEstimate,Midpoint,SiblingBirth,JM,13-Jun-06,22-Jan-08,588,3-Apr-07,1614,52.91803279,4.409836066,,,,,
N,,A,N,NORTH OF EAST,OLIVE,OLI,CALAMATA,CTA,n,d,,,,n,,,12-Jul-08,,,,01/10/2007,16,MonthEstimate,SpringSummerYoy,,JM,13-Jun-06,1.61,0.31,JM,22-Jan-08,looks 3-4 months based on picture,CCC,24-Jan-09,CCC,24-Jan-09,CCC,7-Jul-09,JM,16/04/2009,1.542,164,82,MonthEstimate,,,,,,,,,,,,,,,,,,,,
N,,A,N,NORTH OF EAST,OLIVE,OLI,BRUSCHETTA,BRS,y,y,,,,,,,,,,,01/11/2010,13,MonthEstimate,SpringSummerYoy,,CCC,8-Oct-10,0.48,0.41,EK,1-Apr-11,no age info,CCC,2-Jun-15,EK,,,,,,,,,,,,,,MonthEstimate,Midpoint,,JM,2-Jun-15,2-Sep-15,92,18-Jul-15,1720,56.39344262,4.699453552,,,,,
Y,D,A,N,NORTH OF EAST,OLIVE,OLI,TAPENADE,TPN,n,d,,,,,,,,,,,06/02/2021,2,WeekEstimate,InfantFirstSight,,MHM JM,4-Jun-20,1.95,1.28,CCC,19-May-22,"3-4 months old. Smaller than GIA, no fetal lines, mostly bp",MHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
