Dolphin ID,Dolphin Name,Temporary Dolphin Ind,Sex,Sex Certainty,Mother ID,Birth Date Accuracy,Birth Date,Birth Date Earliest,Birth Date Latest,Birth Date Primary Reason,Birth Date Secondary Reason,Birth Date Primary Assigner,Birth Date Secondary Assigner,Birth Notes,Death Date Accuracy,Death Date,Death Date Primary Reason,Death Date Secondary Reason,Death Date Calc Type,Death Date Primary Assigner,Death Date Secondary Assigner,Death Notes,Weaning Date Accuracy,Weaning Date,Weaning Date Primary Reason,Weaning Date Secondary Reason,Weaning Date Calc Type,Weaning Date Primary Assigner,Weaning Date Secondary Assigner,Weaning Age Known,Weaning Notes,Last Seen Year,Dolphin Notes
NIR,NIRVANA,FALSE,FEMALE,HIGH,NEV,MONTH ESTIMATE,11/01/2000,,,SPRING SUMMER YOY,,JJW,,YOY,,,,,,,,,MONTH ESTIMATE,4/6/2005,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,MIDPT; CHECK 1-OCT-05 DATE FROM WHEN NEVAR CONSORTED.,2006,
NIS,NISU,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1959,11/1/1954,11/1/1959,SSSS,91CAT,EK,JM,Gave her an older age based on heavy speckling. Could have been born as early as 1949.,MONTH ESTIMATE,01/05/1991,OVER 3 YEARS,,DEFAULT DATE,EK,JM,She was sighted in the 1980s but no records in database except for her 1990 sightings. Distinctive fin and she was old.,,,,,,,,,,1990,
NIT,NITCH,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1975,11/1/1973,11/1/1976,SSSS,91CAT,EK,JM,,YEAR ESTIMATE,01/05/2009,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Some 3 year gaps in sightings.,,,,,,,,,,2006,
NJA,NINJA,FALSE,MALE,LOW,,YEAR ESTIMATE,11/01/1985,,,ALLIANCE,,SAS,,,,,,,,,,,,,,,,,,,,,
NMG,NAMADGI,FALSE,UNKNOWN,,KKD,MONTH ESTIMATE,11/01/2010,9/30/2010,1/1/2011,GAP,,JM,,Estimated later in year by EK and JM,,,,,,,,,MONTH ESTIMATE,10/8/2014,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,EK,JM,YES,,,
NNA,NANA,FALSE,FEMALE,HIGH,LAS,MONTH ESTIMATE,17/01/2014,11/17/2013,3/17/2014,SPRING SUMMER YOY,,EK,,"1.5-2 YRS OLD BUT YOUNGER THAN GNZ. EK SPOKE TO THERESA ON RCC TEAM ALSO WHO SAW NNA IN 2014, THOUGHT YOUNGER THAN GNZ AND WAS A YOY IN 2014",,,,,,,,,,,,,,,,,,,
NNM,NONAME,FALSE,,,PUC,WEEK ESTIMATE,01/10/1989,,,INFANT FIRST SIGHT,,DIC,,,DAY ESTIMATE,30/01/1989,DEAD PREWEANING,,MIDPOINT,DIC,,,,,,,,,,DIED PREWEANING,,1989,
NOB,NOB,FALSE,,,NIP,MONTH ESTIMATE,11/01/2001,,,INFANT FIRST SIGHT,,RCC,,NOB IS A YOY:RCC ON 16JUL02,YEAR ESTIMATE,01/05/2003,MOTHER CALF NOT SIGHTED SINCE,,DEFAULT DATE,EK,JM,Suspect they are both gone- not seen since 2002,,,,,,,,NO,,2002,
NOC,NOCHES,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1998,11/1/1993,11/1/1998,SSSS,,JM,,"first seen 23Jun11, calf born around Aug 2013 but could have missed earlier calves, a couple df speckles in 2013",,,,,,,,,,,,,,,,,,,
NOE,NOEL,FALSE,FEMALE,HIGH,NIC,DAY ESTIMATE,27/08/2008,,,INFANT FIRST SIGHT,,JM,,,,,,,,,,,WEEK ESTIMATE,6/16/2012,,,MIDPOINT,JM,,YES,,,
NOG,NOGGIN,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1980,11/1/1972,11/1/1980,SSSS,91CAT,,,Lots DF speckles in 2002 so could be as old as 30 then.,MONTH ESTIMATE,01/05/2014,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,2006,
NOI,NOID,FALSE,,,,YEAR ESTIMATE,11/01/1983,11/1/1981,11/1/1987,91CAT,SSSS,JM,,Considered juvenile at first sighting in 1991.,YEAR ESTIMATE,01/05/1995,OVER 3 YEARS,RARELY SIGHTED,DEFAULT DATE,EK,JM,Only seen once in 1991.,,,,,,,,,,,
NOM,NOMAD,FALSE,MALE,HIGH,NIC,DAY ESTIMATE,11/03/1998,,,INFANT FIRST SIGHT,,DIC,,,WEEK ESTIMATE,01/02/2002,STOPPED SIGHTING POST WEANING,,,JM,,Died post-weaning,WEEK ESTIMATE,2/1/2002,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,"STILL WITH NICKY, BUT THEN DISAPPEARED AROUND SUSPECTED WEANING TIME; BASED ON DIC NOTES",2002,
NON,NON,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1971,11/1/1961,11/1/1971,SSSS,91CAT,EK,JM,"Not enough info to get earliest, but latest is 1971 based on speckles.",YEAR ESTIMATE,01/05/1999,OVER 3 YEARS,,DEFAULT DATE,EK,JM,,,,,,,,,,,1997,
NOO,NOOK,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1974,11/1/1972,11/1/1976,REPRODUCTIVE AGE,SSSS,EK,JM,,MONTH ESTIMATE,01/05/2014,OVER 3 YEARS,SIGHTED OFTEN PREVIOUSLY,,EK,JM,We typically saw NOO often every year so death date was assigned before our 2014 field season.,,,,,,,,,,2007,
NOR,NORMA JEAN,FALSE,UNKNOWN,,MNM,MONTH ESTIMATE,11/01/2003,11/1/2003,11/1/2004,SPRING SUMMER YOY,GAP,EK,,No pictures of calf but thought it was not a yoy in 2005 because no mention of that.,MONTH ESTIMATE,30/01/2006,DEAD PREWEANING,,MIDPOINT,EK,,20Jul sighting in large group so chance that calf was there but not seen later that year either.,,,,,,,,,,,
NOS,NOSE,FALSE,FEMALE,LOW,,YEAR ESTIMATE,11/01/1955,,11/1/1955,SSSS,91CAT,EK,JM,Very speckled at first sighting so could be older than 1955.,YEAR ESTIMATE,01/05/1989,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Was obviously very old at first sighting. Could have been more than 35 in 1984.,,,,,,,,,,,
NOT,NOTORIOUS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOV,NOVA,FALSE,FEMALE,HIGH,HOL,DAY ESTIMATE,09/03/1991,,,INFANT FIRST SIGHT,,JM,,"DARK, LUMPY, FETAL FOLDS, DORSAL FOLDED TO RIGHT WHICH STRAIGHTENED UP IN A FEW HOURS, DOWNWARD CUPPED FLUKES",DAY ESTIMATE,25/03/1992,SHARK ATTACK,,,DIC,,"shark bite marks; Nov covered in wounds, deep gashes on head ant. To DF. Hol had shark wounds also.",,,,,,,,DIED PREWEANING,,1992,
NPR,NIPPER,FALSE,FEMALE,HIGH,NIC,DAY ESTIMATE,20/11/1987,,,INFANT FIRST SIGHT,,DIC,,,DAY ESTIMATE,08/02/1989,DEAD PREWEANING,,MIDPOINT,DIC,,NPR with NIC during morning feeding but not afternoon; no body found,,,,,,,,DIED PREWEANING,,1989,
NRL,NARLY,FALSE,,,NOO,WEEK ESTIMATE,24/11/2005,,,INFANT FIRST SIGHT,,JM,,"ABOUT 2 MOS, VERY FAINT LINES, LATE NOV OR EARLY DEC BIRTH BASED ON JM LOOKING AT CHECCONI PHOTOS",DAY ESTIMATE,03/06/2006,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2006,
NSH,NOSH,FALSE,,,NIB,MONTH ESTIMATE,15/12/1993,,,INFANT FIRST SIGHT,,JM,,(MOU FOLLOW) 3-4 MOS,MONTH ESTIMATE,01/09/1994,SIBLING BIRTH,,,JM,,Pregnancy with BTS by Nov-94,,,,,,,,DIED PREWEANING,,1994,
NTA,NESTA,FALSE,UNKNOWN,,REG,YEAR ESTIMATE,11/01/2011,,,,,EMP,,,,,,,,,,,MONTH ESTIMATE,5/1/2015,,,DEFAULT DATE,JM,,YES,Used default date because REG not seen for one year and NTA probably weaned around May. Based on follow where NTA showed up for a few hrs during RHY follow.,,NTA looks 2-3 years old
NTG,NITTY GRITTY,FALSE,,,BOJ,YEAR ESTIMATE,11/01/2020,,,,,JM,,"Bojangles last seen 27-Jun-18 with Orleans, then with new calf on 24-Apr-22, estimated 1-Nov-20 birth.",,,,,,,,,,,,,,,,,,,
NTL,NOOTLIN,FALSE,,,NEV,MONTH ESTIMATE,11/01/2007,,,SPRING SUMMER YOY,,JM,,CALF NOT SO SMALL,YEAR ESTIMATE,01/05/2008,MOTHER CALF NOT SIGHTED SINCE,,DEFAULT DATE,SAS,,neither NEV nor NTL sighted since 12-Dec-07,,,,,,,,NO,,2008,
NTP,NORTH POLE,FALSE,UNKNOWN,,SCS,YEAR ESTIMATE,11/01/2002,11/1/2000,12/1/2003,MOTHER FIRST SIGHT WITH CALF,,JM,,THought might have been TRY and BNI so we estimated bday accordingly. However  no pictures of calf so we do not know age other than it existed and was dependent in 2004.,,,UNCERTAIN SURVIVAL STATUS PREWEANING,STOPPED SIGHTING POST WEANING,,,,,,,,,,,,,,,We do not know if weaned or died because of gap. Also no pictures so we will not figure this one out except via DNA perhaps.
NTZ,NETIZEN,FALSE,,,DNZ,YEAR ESTIMATE,11/01/2020,11/1/2019,1/1/2021,GAP,,VF,JM,estimated 1.5 years at first sight on 16-Jun-22,,,,,,,,,,,,,,,,,,,
NUD,NUDLE,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1979,11/1/1978,11/1/1980,SSSS,91CAT,EK,JM,She was young at first sighting and strudel was her first calf.,YEAR ESTIMATE,01/05/2002,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,,,,,,,,,,,,1997,
NUM,NUMBAT,FALSE,FEMALE,HIGH,QUO,YEAR ESTIMATE,11/01/1991,,,MOTHER FIRST SIGHT WITH CALF,,JM,,UNCLEAR IF PREVIOUS 8-SEP-96 SITE JUST A NUMBAT SEPARATION?,,,,,,,,,YEAR ESTIMATE,3/12/1997,REDUCED MC ASSOCIATION,SIBLING BIRTH,,JM,,NO,"BIRTH YEAR IS EST. -MIDPOINT BETWEEN LAST BP (SURVEY) AND NUM ALONE AND THEY ARE ALWAYS APART AFTER (SURVEYS); SINCE NUM HAD NIN IN LATE 2003, ASSUMED SHE WAS 12 YEARS OLD THEN",2004,
NUR,NURF,FALSE,,,,,11/01/1979,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,1999,
NVL,NEVERLAND,FALSE,UNKNOWN,,NIR,DAY ESTIMATE,11/01/2015,10/29/2015,11/4/2015,INFANT FIRST SIGHT,,,,"NVL BP for a few minutes, more mature than BOZ, fetal lines, smooth surfacing, no CUPs, very synch with NIR",WEEK ESTIMATE,11/05/2016,DEAD PREWEANING,,MIDPOINT,VF,,,,,,,,,,,,,
NVS,NEVERSEEN,FALSE,,,HOL,WEEK ESTIMATE,02/01/1990,,,PREGNANCY,,JM,,"HOLEYFIN WAS PREGNANT, THEN DISAPPEARED JAN 23-MAR 8 AND RETURNED WITHOUT CALF. JAN -FEB 90 BIRTH?",WEEK ESTIMATE,18/02/1990,DEAD PREWEANING,,MIDPOINT,JM,,Calf never seen-based on pregnancy and next sighting,,,,,,,,DIED PREWEANING,,,
NYM,NYMPH,FALSE,MALE,HIGH,PIX,MONTH ESTIMATE,11/01/2001,,,SPRING SUMMER YOY,,JM,,NO AGE/SIZE EST.-LOOKS LIKE YOY IN PHOTO (JM),,,,,,,,,MONTH ESTIMATE,3/12/2005,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,"CHECK-REMEMBER SEEING PIX AND NO NYM IN 05, BUT CAN'T FIND SURVEY.",2004,
OAH,OAHU,FALSE,,,HUL,MONTH ESTIMATE,11/01/2005,,,SPRING SUMMER YOY,,JM,,"YOY, ABOUT 7 MOS",WEEK ESTIMATE,18/07/2006,DEAD PREWEANING,,MIDPOINT,SAS,,,,,,,,,,DIED PREWEANING,,2006,
OBE,OBE,FALSE,,,FAT,MONTH ESTIMATE,15/12/1991,,,PREGNANCY,,JM,,26-AUG-91 JM SURE FAT PREGNANT,MONTH ESTIMATE,27/03/1992,,,MIDPOINT,JM,,Calf never seen-based on pregnancy and next sighting,,,,,,,,DIED PREWEANING,,,
OBO,OBOE,FALSE,,,PIC,DAY ESTIMATE,12/01/2022,11/30/2022,12/1/2022,INFANT FIRST SIGHT,,ERJ,JM,"Piccolo was seen on 30-Nov, came in to beach with Oboe 1-Dec",,,,,,,,,,,,,,,,,,,
OBS,OBTUSE,FALSE,,,COS,WEEK ESTIMATE,10/01/1992,,,INFANT FIRST SIGHT,,JM,,no notes but must have been very young,MONTH ESTIMATE,26/02/1993,,,MIDPOINT,,,,,,,,,,,DIED PREWEANING,,,
OBT,ORBIT,FALSE,,,PDX,MONTH ESTIMATE,11/01/1988,,,SPRING SUMMER YOY,,RCC,,LOOKS 2-3 MO. OLD,WEEK ESTIMATE,18/05/1989,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1989,
OCE,OCEANIA,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1985,11/1/1975,11/1/1985,SSSS,REPRODUCTIVE AGE,EK,JM,Heavy specks near gen lat view in photo 2010.,,,,,,,,,,,,,,,,,,2003,
OCT,OCTANE,FALSE,MALE,HIGH,,,11/01/1981,,,SSSS,,,,,YEAR ESTIMATE,01/05/2017,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 13-Jul-14 and over 30yrs old,,,,,,,,,,2004,
ODI,ODIE,FALSE,MALE,HIGH,EED,MONTH ESTIMATE,11/01/1994,,,SPRING SUMMER YOY,,JM,,ESTIMATING 94-95 BASED ON SIZE,YEAR ESTIMATE,01/05/2000,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,Fin could have changed.,DAY ESTIMATE,8/20/1997,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,ODI SEEN TOGETHER 100% OF SIGHTING UP UNTIL 16-AUG-97-THEN ON AND OFF AFTER THAT.,2004,
ODY,ODYSSEY,FALSE,UNKNOWN,,ALT,MONTH ESTIMATE,15/02/2016,1/1/2016,4/1/2016,INFANT FIRST SIGHT,,VF,,Estimated about a year. ALTHEA lost EDNA in late November 2014 so probably did not get pregnant until Jan or Feb of 2015.,,,,,,,,,MONTH ESTIMATE,5/1/2019,REDUCED MC ASSOCIATION,,DEFAULT DATE,JM,,YES,ALT seen consorted without ODY on 25Sep19 by MHM; ODY last seen in bp 16Oct18,,
OFR,OFFRED,FALSE,,,ATW,MONTH ESTIMATE,11/01/2021,9/1/2021,12/1/2021,SPRING SUMMER YOY,,JM,,"Atwood last seen 8-Nov-19, then seen 24-Apr-22 with calf estimated 6-8 months old.",WEEK ESTIMATE,06/05/2022,DEAD PREWEANING,,MIDPOINT,JM,VF,Seen without calf and with males on 19-May-22. Death date is midpoint between 24-Apr-22 and 19-May-22.,,,,,,,,,,,
OFS,OFFSIDE,FALSE,UNKNOWN,,COR,DAY ESTIMATE,23/09/2010,9/20/2010,9/26/2010,,,EK,,,MONTH ESTIMATE,01/05/2011,MOTHER CALF NOT SIGHTED SINCE,,DEFAULT DATE,,,,,,,,,,,,,,"2-3 weeks old-still has fetal folds (think she meant fetal lines since smooth-JM), smooth, dorsal erect, a little chin-slapping on corking, mostly in echelon a few bp"
OHA,OHANA,FALSE,UNKNOWN,,LLO,YEAR ESTIMATE,01/01/2014,11/1/2013,3/1/2014,GAP,SPRING SUMMER YOY,EK,,1.5 YRS OLD,,,,,,,,,,,,,,,,,,,
OKI,OKIE,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1974,,,REPRODUCTIVE AGE,91CAT,,,Photo quality is poor so we cannot improve on age estimate.,YEAR ESTIMATE,01/05/1991,RARELY SIGHTED,,DEFAULT DATE,EK,JM,No surveys. No photos.,,,,,,,,,,1988,
OLC,OLD CROW,FALSE,FEMALE,LOW,,YEAR ESTIMATE,11/01/1978,,,91CAT,ASSIGNED 10 YRS,,,Photos not good enough to improve age estimation.,YEAR ESTIMATE,01/05/1992,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,No surveys but RCC had a photo of her in 1988. Date of photo is not known. She is distinctive so we think she is gone.,,,,,,,,,,,
OLI,OLIVE,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1979,11/1/1979,11/1/1980,SSSS,91CAT,EK,JM,Judged as adult at first sighting but speckles make her a little younger.,,,,,,,,,,,,,,,,,,2008,
OLP,OLYMPUS,FALSE,MALE,LOW,,YEAR ESTIMATE,11/01/1991,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
OMA,O MALLEY,FALSE,FEMALE,HIGH,MUR,MONTH ESTIMATE,11/01/2002,9/1/2002,2/1/2003,SPRING SUMMER YOY,,JM,,,,,,,,,,,MONTH ESTIMATE,4/10/2006,,,MIDPOINT,JM,,YES,,,
OME,OMEGA,FALSE,,,,YEAR ESTIMATE,11/01/1981,11/1/1978,11/1/1984,SSSS,,JM,,Best estimate is 18-22 in 2002; some lat side specks in 2003; assign 1981 bday with range from 1978 to 1984,,,,,,,,,,,,,,,,,,2004,
OMR,OMER,FALSE,MALE,LOW,,YEAR ESTIMATE,11/01/1988,,,ALLIANCE,,JM,,,,,,,,,,,,,,,,,,,,,
OOP,OOPS,FALSE,,,MOO,DAY ESTIMATE,11/06/1990,11/3/1990,11/9/1990,INFANT FIRST SIGHT,,JM,KAW,"df bent over, light in color, fetal folds, less than one week.",MONTH ESTIMATE,07/05/1991,SIBLING BIRTH,,,JM,,Moo would have been w/o Oops by 01-nov-91 because of Shmoopy birth; unclear if oops survived or not b/c moops not seen for 4 years; looked at KAW film of SHM 94 and OOP 90 and don't think they are the same; IND cannot be SHM as fins are different,,,,,,,,DIED PREWEANING,UNCLEAR IF OOPS SURVIVED OR NOT B/C MOOPS NOT SEEN FOR 4 YEARS,1991,
OOT,TOOT,FALSE,FEMALE,HIGH,FUT,DAY ESTIMATE,10/08/2021,10/8/2021,10/9/2021,INFANT FIRST SIGHT,,VF,JM,DIC saw FUT without a calf on morning of 8Oct21; FUT came in with calf on 9Oct21,,,,,,,,,,,,,,,,,,,
OPE,OPERA,FALSE,MALE,HIGH,PHA,WEEK ESTIMATE,12/01/2007,,,INFANT FIRST SIGHT,,JM,,INFANTFIRSTSIGHTINFO,,,,,,,,,WEEK ESTIMATE,10/20/2011,,,MIDPOINT,SAS,,YES,OPE sighted without PHA 11-Dec-11,2007,
OPH,OPHELIA,FALSE,,,HAM,MONTH ESTIMATE,15/11/2001,,,INFANT FIRST SIGHT,PREGNANCY,JJW,,"NO NOTES, JJW NOTED HAM LOOKS PREGNANT ON 9NOV01",MONTH ESTIMATE,08/03/2003,,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2008,
OPI,OPIE,FALSE,,,OKI,YEAR ESTIMATE,11/01/1986,,,MOTHER FIRST SIGHT WITH CALF,,JM,,NO NOTES FROM EARLIER DATA; 91 CATALOGUE ONLY,,,UNCERTAIN SURVIVAL STATUS PREWEANING,MOTHER CALF NOT SIGHTED SINCE,,,,,,,,,,,,NO,,1988,
OPY,OSPREY,FALSE,FEMALE,HIGH,KIT,MONTH ESTIMATE,11/01/2007,,,INFANT FIRST SIGHT,,JM,,"calf ~7-8 months, surfacing normal, looking healthy, spending most time in bp",,,,,,,,,DAY ESTIMATE,9/28/2011,,,MIDPOINT,EK,,YES,,,
ORB,ORB,FALSE,MALE,HIGH,,,11/01/1984,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1996,
ORL,ORLEANS,FALSE,UNKNOWN,,BOJ,MONTH ESTIMATE,15/02/2016,1/1/2016,4/1/2016,INFANT FIRST SIGHT,,JM,,"BP > 1 minute, no fetal lines. Some Echelon. No CUPs. Petting with BOJ.",,,,,,,,,MONTH ESTIMATE,5/1/2020,SIBLING BIRTH,,DEFAULT DATE,JM,VF,NO,"last seen with Bojangles on 27-Jun-18. Bojangles seen with new calf on  24-Apr-22, estimated to be a 1-Nov-20 birth.",,
ORV,ORVILLE,FALSE,,,,,11/01/1977,,,91CAT,,,,,,,,,,,,,,,,,,,,,,1993,
ORY,ORYX,FALSE,MALE,HIGH,IBX,MONTH ESTIMATE,11/01/2002,,,SPRING SUMMER YOY,,JM,,NO SIZE INFO,,,,,,,,,WEEK ESTIMATE,10/19/2006,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,IBX HAD HYR A FEW MONTHS AFTER WEANING,2006,
ORZ,ORZO,FALSE,,,GNO,YEAR ESTIMATE,11/01/2015,9/1/2015,2/1/2017,GAP,,JM,CCC,"GNO not with males in 2014, so birth was spring summer 2015 or 2016, calf estimated 2 to 3 years from photos",,,,,,,,,,,,,,,,,,,
OSC,OSCAR,FALSE,MALE,LOW,,,11/01/1986,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1996,
OSI,OSIRIS,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1990,11/1/1989,11/1/1992,SSSS,,EK,JM,called juvenile at first sight so assigned 8 years,,,,,,,,,,,,,,,,,,,
OTU,OTUS,FALSE,MALE,HIGH,KIT,DAY ESTIMATE,20/11/2011,,11/21/2011,,,EK,,,,,,,,,,,MONTH ESTIMATE,1/19/2015,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,Pregnant with ALB,,Looked to beÂ 3-4 days old
OWL,OWL,FALSE,MALE,HIGH,TAW,DAY ESTIMATE,19/10/2011,10/17/2011,10/21/2011,,,EK,,,,,,,,,,,DAY ESTIMATE,7/19/2015,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,bp by photo during BAD follow,,"calf looked to beÂ same age as MOU's calf MGC so bday 17-21-Oct.Â Had folds and was lumpy, df erect, sunken at neck, chin-slapping, synchronous with mom, mostly ech, few by eye, bp nopt noted, not touring with another, stayed in ech pretty much the whole time"
OYS,OYSTER,FALSE,MALE,HIGH,ALG,DAY ESTIMATE,25/10/1991,10/18/1991,10/27/1991,INFANT FIRST SIGHT,,JM,,"1-2 WKS, BREATHES NORMALLY, NO CHIN-UPS SO > 1 WEEK",MONTH ESTIMATE,01/05/1995,STOPPED SIGHTING POST WEANING,SIGHTED OFTEN PREVIOUSLY,DEFAULT DATE,EK,JM,Fin could have changed but not seen after weaning.,WEEK ESTIMATE,8/24/1994,REDUCED MC ASSOCIATION,STOPPED SIGHTING POST WEANING,MIDPOINT,JM,,YES,MIDPT LAST BP 12 MAY 94 AND WITH LAST SIGHTED BUT NOT BP BEING 3 AUG 94,1994,
OZZ,OZ,FALSE,,,DOR,YEAR ESTIMATE,11/01/1994,11/1/1994,11/1/1995,GAP,,JM,,NO SIZE/AGE EST.-FLANKS LOOK SUNKEN IN 96 PHOTO,,,,,,,,,YEAR ESTIMATE,5/1/1999,,,DEFAULT DATE,JM,,NO,Gave early weaning date but Ozz seen again in 2004. Mother not seen again but calf was.,1998,
PAB,PABLO,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1982,11/1/1980,11/1/1984,SSSS,,JM,EK,Has some DF specks in 2002,,,,,,,,,,,,,,,,,,2006,
PAS,PASTA,FALSE,MALE,HIGH,DEN,MONTH ESTIMATE,11/01/1982,11/1/1981,11/1/1982,SSSS,91CAT,EK,JM,Ding born 1987 and PAS not with Den in 1985 so had to be born 81 or 82. Considered juvenile at first sighting 1991.,,,,,,,,,,,,,,,,,,2007,
PAT,PATCHES,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1965,11/1/1964,11/1/1967,SSSS,91CAT,EK,JM,Speckles put Patches at late teens or very early 20s at first sighting.,MONTH ESTIMATE,01/05/1987,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,,Patches was in severe conflict with his alliance when last seen so suspect that he was injured and died soon after last sighting.,,,,,,,,,,1987,
PAX,PARADOX,FALSE,,,PZL,MONTH ESTIMATE,11/01/2020,10/1/2020,2/1/2021,GAP,,JM,,"Puzzle last seen 9-Oct-19, seen with calf on 23-Apr-22. Birth estimated Oct 2020 to March 2021, maybe Jan 2021 to Feb 2021",,,,,,,,,,,,,,,,,,,
PBA,PUMBAA,FALSE,MALE,HIGH,SBA,YEAR ESTIMATE,11/01/2001,11/1/2000,11/1/2001,,,JM,,,,,,,,,,,YEAR ESTIMATE,5/1/2005,,,DEFAULT DATE,SAS,,NO,,,no age info on survey but based on photos estimating 1.5 yrs but uncertain-JM
PBL,PEBBLES,FALSE,MALE,HIGH,FNT,MONTH ESTIMATE,11/01/2008,,,SPRING SUMMER YOY,,JM,,Yoy,,,,,,,,,MONTH ESTIMATE,5/2/2011,,,MIDPOINT,SAS,,YES,"PBL on his own on 23-Oct, 1-Nov, 22-Nov, and 8-Dec-11. FNT also sighted without PBL on 8-Dec-11.",,
PCH,PERCHERON,FALSE,UNKNOWN,,BMY,MONTH ESTIMATE,11/01/2017,10/1/2017,2/1/2018,SPRING SUMMER YOY,INFANT FIRST SIGHT,EK,,No fetal lines. BP longer than minute. Estimate 5 to 8 months.,,,,,,,,,,,,,,,,,,,
PCK,PEACOCK,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1997,11/1/1995,11/1/1998,SSSS,,JM,,JM estimated 6-8years based on LB 2003 photo,,,,,,,,,,,,,,,,,,,
PCL,PICKLE,FALSE,,,,,11/01/1977,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,
PCO,PICO,FALSE,,,LIT,WEEK ESTIMATE,02/01/2023,1/1/2023,3/1/2023,INFANT FIRST SIGHT,,VF,,"Little last seen 28-Sep-22. Seen with calf 3-May-23, estimated about 3 months. Much smaller than Mafioso and Lederhosen, normal but quick surfacings in bp, staying close mom, no visible fetal lines.",,,,,,,,,,,,,,,,,,,
PCR,PRANCER,FALSE,,,DCR,MONTH ESTIMATE,11/01/1993,,,SPRING SUMMER YOY,MOTHER FIRST SIGHT WITH CALF,JM,,<7 MNTHS.,YEAR ESTIMATE,01/09/1995,SIBLING BIRTH,,,JM,,"Large gap between sightings, but DCR pregnant with Vixen by Nov 95",,,,,,,,DIED PREWEANING,,1994,
PCT,PICANTE,FALSE,MALE,HIGH,,,11/01/1989,,,SSSS,,,,,,,,,,,,,,,,,,,,,,2007,
PDA,PANDA,FALSE,,,AMA,WEEK ESTIMATE,15/04/2008,,,INFANT FIRST SIGHT,,JM,,v.small feint fetal lines ~ 2months old,YEAR ESTIMATE,01/05/2009,MOTHER CALF NOT SIGHTED SINCE,,,,,PDA AMA not sighted since PDA was young. PDA could be weaned or dead.,,,,,,,,,,,
PDD,PUDDIN,FALSE,,,PSU,MONTH ESTIMATE,11/01/1994,,,INFANT FIRST SIGHT,,JM,,PSU WITH CALF FEW MOS OLD MAR 95 (JM LOOKED AT SHOTOVER PHOTO),MONTH ESTIMATE,19/05/1995,,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,,
PDO,PERIDOT,FALSE,UNKNOWN,,TML,MONTH ESTIMATE,11/01/2001,11/1/2000,11/1/2001,SPRING SUMMER YOY,,JM,,thought to maybe be a yoy but sighted in august,,,,,,,,,,,,,,,,,,,
